Level	Rule Name	Subject	Property	Value
WARN	annotation_whitespace	object aggregate	IAO:0000602	<(forall (x) (if (ObjectAggregate x) (and (MaterialEntity x) (forall (t) (if (existsAt x t) (exists (y z) (and (Object y) (Object z) (memberPartOfAt y x t) (memberPartOfAt z x t) (not (= y z)))))) (not (exists (w t_1) (and (memberPartOfAt w x t_1) (not (Object w)))))))) // axiom label in BFO2 CLIF: [025-004] >
WARN	annotation_whitespace	generically dependent continuant	IAO:0000602	<(iff (GenericallyDependentContinuant a) (and (Continuant a) (exists (b t) (genericallyDependsOnAt a b t)))) // axiom label in BFO2 CLIF: [074-001] >
WARN	annotation_whitespace	function	IAO:0000602	<(forall (x) (if (Function x) (Disposition x))) // axiom label in BFO2 CLIF: [064-001] >
WARN	annotation_whitespace	material entity	IAO:0000602	<(forall (x) (if (MaterialEntity x) (IndependentContinuant x))) // axiom label in BFO2 CLIF: [019-002] >
WARN	annotation_whitespace	material entity	IAO:0000602	<(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt x y t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [021-002] >
WARN	annotation_whitespace	material entity	IAO:0000602	<(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt y x t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [020-002] >
WARN	annotation_whitespace	textual definition	editor note	<2012-04-05: Barry SmithThe official OBI definition, explaining the meaning of a class or property: 'Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions' is terrible.Can you fix to something like:A statement of necessary and sufficient conditions explaining the meaning of an expression referring to a class or property.Alan RuttenbergYour proposed definition is a reasonable candidate, except that it is very common that necessary and sufficient conditions are not given. Mostly they are necessary, occasionally they are necessary and sufficient or just sufficient. Often they use terms that are not themselves defined and so they effectively can't be evaluated by those criteria. On the specifics of the proposed definition:We don't have definitions of 'meaning' or 'expression' or 'property'. For 'reference' in the intended sense I think we use the term 'denotation'. For 'expression', I think we you mean symbol, or identifier. For 'meaning' it differs for class and property. For class we want documentation that let's the intended reader determine whether an entity is instance of the class, or not. For property we want documentation that let's the intended reader determine, given a pair of potential relata, whether the assertion that the relation holds is true. The 'intended reader' part suggests that we also specify who, we expect, would be able to understand the definition, and also generalizes over human and computer reader to include textual and logical definition. Personally, I am more comfortable weakening definition to documentation, with instructions as to what is desirable. We also have the outstanding issue of how to aim different definitions to different audiences. A clinical audience reading chebi wants a different sort of definition documentation/definition from a chemistry trained audience, and similarly there is a need for a definition that is adequate for an ontologist to work with. @en>
WARN	annotation_whitespace	contained in	editor note	<Intended meaning:domain: material entityrange: spatial region or site (immaterial continuant) @en>
WARN	annotation_whitespace	spatially disjoint from	editor note	There are two ways to encode this as a shortcut relation. The other possibility to use an annotation assertion between two classes, and expand this to a disjointness axiom. @en
WARN	annotation_whitespace	capable of	textual definition	A relation between a material entity (such as a cell) and a process, in which the material entity has the ability to carry out the process. 
WARN	annotation_whitespace	developmentally_induced_by	definition source	 Developmental Biology, Gilbert, 8th edition, figure 6.5(F)
WARN	duplicate_exact_synonym	reproductive behavior	has_exact_synonym	reproductive behaviour
WARN	duplicate_exact_synonym	reproductive behavior	has_exact_synonym	reproductive behaviour
WARN	duplicate_exact_synonym	feeding behavior	has_exact_synonym	feeding behaviour
WARN	duplicate_exact_synonym	feeding behavior	has_exact_synonym	feeding behaviour
WARN	duplicate_exact_synonym	behavior	has_exact_synonym	behaviour
WARN	duplicate_exact_synonym	behavior process	has_exact_synonym	behaviour
WARN	missing_definition	spatial region	textual definition	
WARN	missing_definition	quality	textual definition	
WARN	missing_definition	fiat object part	textual definition	
WARN	missing_definition	site	textual definition	
WARN	missing_definition	object	textual definition	
WARN	missing_definition	immaterial entity	textual definition	
WARN	missing_definition	anatomical entity	textual definition	
WARN	missing_definition	connected anatomical structure	textual definition	
WARN	missing_definition	material anatomical entity	textual definition	
WARN	missing_definition	immaterial anatomical entity	textual definition	
WARN	missing_definition	cell part	textual definition	
WARN	missing_definition	multicellular anatomical structure	textual definition	
WARN	missing_definition	biological entity	textual definition	
WARN	missing_definition	chlorophyllide a	textual definition	
WARN	missing_definition	chlorophyll a	textual definition	
WARN	missing_definition	alkaline earth metal atom	textual definition	
WARN	missing_definition	carbon oxide	textual definition	
WARN	missing_definition	carbonyl group	textual definition	
WARN	missing_definition	inorganic anion	textual definition	
WARN	missing_definition	magnesium atom	textual definition	
WARN	missing_definition	magnesium molecular entity	textual definition	
WARN	missing_definition	magnesium porphyrin	textual definition	
WARN	missing_definition	metalloporphyrin	textual definition	
WARN	missing_definition	mitochondrial respiratory-chain inhibitor	textual definition	
WARN	missing_definition	nitrogen atom	textual definition	
WARN	missing_definition	nonmetal atom	textual definition	
WARN	missing_definition	organic ion	textual definition	
WARN	missing_definition	oxygen atom	textual definition	
WARN	missing_definition	oxygen molecular entity	textual definition	
WARN	missing_definition	carbon atom	textual definition	
WARN	missing_definition	methanediide	textual definition	
WARN	missing_definition	methanide	textual definition	
WARN	missing_definition	molecular messenger	textual definition	
WARN	missing_definition	carbon group element atom	textual definition	
WARN	missing_definition	pnictogen oxoacid	textual definition	
WARN	missing_definition	nitrogen oxoacid	textual definition	
WARN	missing_definition	nitrogen oxoanion	textual definition	
WARN	missing_definition	pnictogen oxoanion	textual definition	
WARN	missing_definition	s-block element atom	textual definition	
WARN	missing_definition	carbon group molecular entity	textual definition	
WARN	missing_definition	hydrogen molecular entity	textual definition	
WARN	missing_definition	organic aromatic compound	textual definition	
WARN	missing_definition	biomacromolecule	textual definition	
WARN	missing_definition	macromolecule	textual definition	
WARN	missing_definition	metallotetrapyrrole	textual definition	
WARN	missing_definition	magnesium coordination entity	textual definition	
WARN	missing_definition	alkaline earth coordination entity	textual definition	
WARN	missing_definition	carbon oxoacid	textual definition	
WARN	missing_definition	cyclic tetrapyrrole	textual definition	
WARN	missing_definition	inorganic ion	textual definition	
WARN	missing_definition	organic hydride	textual definition	
WARN	missing_definition	mononuclear parent hydride	textual definition	
WARN	missing_definition	hydrocarbyl anion	textual definition	
WARN	missing_definition	magnesium tetrapyrrole	textual definition	
WARN	missing_definition	electron-transport chain inhibitor	textual definition	
WARN	missing_definition	respiratory-chain inhibitor	textual definition	
WARN	missing_definition	hydroxy group	textual definition	
WARN	missing_definition	oxo group	textual definition	
WARN	missing_definition	carboxy group	textual definition	
WARN	missing_definition	cyclic polypyrrole	textual definition	
WARN	missing_definition	hydrogen atom	textual definition	
WARN	missing_definition	nitrogen molecular entity	textual definition	
WARN	missing_definition	organic divalent group	textual definition	
WARN	missing_definition	organic univalent group	textual definition	
WARN	missing_definition	physiological role	textual definition	
WARN	missing_definition	cell	textual definition	
WARN	missing_definition	crepuscular	textual definition	
WARN	missing_definition	secondary consumer	textual definition	
WARN	missing_definition	wood	textual definition	
WARN	missing_definition	algal material	textual definition	
WARN	missing_definition	oxidation-reduction process	textual definition	
WARN	missing_definition	has curation status	textual definition	
WARN	missing_definition	agonistic behavior	textual definition	
WARN	missing_definition	mating receptivity	textual definition	
WARN	missing_definition	sexual display behavior	textual definition	
WARN	missing_definition	predator avoidance behavior	textual definition	
WARN	missing_definition	aggressive behavior by intent	textual definition	
WARN	missing_definition	aggressive behavior by means	textual definition	
WARN	missing_definition	root	textual definition	
WARN	missing_definition	Viruses	textual definition	
WARN	missing_definition	Teleostomi	textual definition	
WARN	missing_definition	Euteleostomi	textual definition	
WARN	missing_definition	cellular organisms	textual definition	
WARN	missing_definition	Dipnotetrapodomorpha	textual definition	
WARN	missing_definition	Boreoeutheria	textual definition	
WARN	missing_definition	Bacteria	textual definition	
WARN	missing_definition	Homininae	textual definition	
WARN	missing_definition	Archaea	textual definition	
WARN	missing_definition	Eukaryota	textual definition	
WARN	missing_definition	Euarchontoglires	textual definition	
WARN	missing_definition	Simiiformes	textual definition	
WARN	missing_definition	Hominoidea	textual definition	
WARN	missing_definition	Tetrapoda	textual definition	
WARN	missing_definition	Amniota	textual definition	
WARN	missing_definition	Theria <mammals>	textual definition	
WARN	missing_definition	Viridiplantae	textual definition	
WARN	missing_definition	Opisthokonta	textual definition	
WARN	missing_definition	Metazoa	textual definition	
WARN	missing_definition	Bilateria	textual definition	
WARN	missing_definition	Deuterostomia	textual definition	
WARN	missing_definition	Haplorrhini	textual definition	
WARN	missing_definition	Mammalia	textual definition	
WARN	missing_definition	Fungi	textual definition	
WARN	missing_definition	Eumetazoa	textual definition	
WARN	missing_definition	Chordata	textual definition	
WARN	missing_definition	Vertebrata <Metazoa>	textual definition	
WARN	missing_definition	Gnathostomata <vertebrate>	textual definition	
WARN	missing_definition	Sarcopterygii	textual definition	
WARN	missing_definition	Craniata <chordata>	textual definition	
WARN	missing_definition	Eutheria	textual definition	
WARN	missing_definition	Primates	textual definition	
WARN	missing_definition	Catarrhini	textual definition	
WARN	missing_definition	Hominidae	textual definition	
WARN	missing_definition	Homo	textual definition	
WARN	missing_definition	Homo sapiens	textual definition	
WARN	missing_definition	qualitative	textual definition	
WARN	missing_definition	has member of	textual definition	
WARN	missing_definition	has role	textual definition	
WARN	missing_definition	contained in	textual definition	
WARN	missing_definition	contains	textual definition	
WARN	missing_definition	has component activity	textual definition	
WARN	missing_definition	directly regulated by	textual definition	
WARN	missing_definition	ends after	textual definition	
WARN	missing_definition	immediately precedes	textual definition	
WARN	missing_definition	temporally related to	textual definition	
WARN	missing_definition	part of developmental precursor of	textual definition	
WARN	missing_definition	results in formation of	textual definition	
WARN	missing_definition	causally upstream of, positive effect	textual definition	
WARN	missing_definition	causally upstream of, negative effect	textual definition	
WARN	missing_definition	enables	textual definition	
WARN	missing_definition	formed as result of	textual definition	
WARN	missing_definition	immediately causally downstream of	textual definition	
WARN	missing_definition	parasite of	textual definition	
WARN	missing_definition	parasitized by	textual definition	
WARN	missing_definition	phosphorylates	textual definition	
WARN	missing_definition	host of	textual definition	
WARN	missing_definition	acquires nutrients from	textual definition	
WARN	missing_definition	helper property (not for use in curation)	textual definition	
WARN	missing_definition	provides nutrients for	textual definition	
WARN	missing_definition	eats	textual definition	
WARN	missing_definition	is eaten by	textual definition	
WARN	missing_definition	is kinase activity	textual definition	
WARN	missing_definition	relation between structure and stage	textual definition	
WARN	missing_definition	existence starts and ends during	textual definition	
WARN	missing_definition	depends on	textual definition	
WARN	missing_definition	causal relation between material entities	textual definition	
WARN	missing_definition	causally influenced by	textual definition	
WARN	missing_definition	interaction relation helper property	textual definition	
WARN	missing_definition	molecular interaction relation helper property	textual definition	
WARN	missing_definition	participates in a biotic-biotic interaction with	textual definition	
WARN	missing_definition	endoparasite of	textual definition	
WARN	missing_definition	has endoparasite	textual definition	
WARN	missing_definition	acts upstream of or within, positive effect	textual definition	
WARN	missing_definition	acts upstream of or within, negative effect	textual definition	
WARN	missing_definition	causally upstream of or within, negative effect	textual definition	
WARN	missing_definition	causally upstream of or within, positive effect	textual definition	
WARN	missing_definition	sexually immature stage	textual definition	
WARN	missing_definition	anterior region of body	textual definition	
WARN	missing_definition	posterior region of body	textual definition	
WARN	missing_definition	subdivision of head	textual definition	
WARN	missing_definition	posterior neural tube	textual definition	
WARN	missing_definition	anterior neural tube	textual definition	
WARN	missing_definition	right horn of sinus venosus	textual definition	
WARN	missing_definition	outflow tract pulmonary component	textual definition	
WARN	missing_definition	developing anatomical structure	textual definition	
WARN	missing_definition	posterior surface of head	textual definition	
WARN	missing_definition	common atrial chamber	textual definition	
WARN	missing_definition	future spinal cord	textual definition	
WARN	missing_definition	presumptive blood	textual definition	
WARN	missing_definition	presumptive gut	textual definition	
WARN	missing_definition	1st arch mandibular component	textual definition	
WARN	missing_definition	respiratory primordium	textual definition	
WARN	missing_definition	pharyngeal region of foregut	textual definition	
WARN	missing_definition	subdivision of trunk	textual definition	
WARN	missing_definition	midbrain mantle layer	textual definition	
WARN	missing_definition	spinal cord mantle layer	textual definition	
WARN	missing_definition	midbrain hindbrain boundary neural plate	textual definition	
WARN	missing_definition	trunk paraxial mesoderm	textual definition	
WARN	missing_definition	artery of lip	textual definition	
WARN	missing_definition	entire pharyngeal arch endoderm	textual definition	
WARN	missing_definition	sac	textual definition	
WARN	missing_definition	anterior lateral plate mesoderm	textual definition	
WARN	missing_definition	optic neural crest	textual definition	
WARN	missing_definition	aortic system	textual definition	
WARN	missing_definition	germ layer / neural crest	textual definition	
WARN	missing_definition	primary subdivision of cranial skeletal system	textual definition	
WARN	missing_definition	intra-ocular muscle	textual definition	
WARN	missing_definition	embryonic skin basal layer	textual definition	
WARN	missing_definition	future lower lip	textual definition	
WARN	missing_definition	fibrous connective tissue	textual definition	
WARN	missing_definition	collection of collagen fibrils	textual definition	
WARN	missing_definition	respiratory system arterial smooth muscle	textual definition	
WARN	missing_definition	extraembryonic cavity	textual definition	
WARN	missing_definition	subdivision of tube	textual definition	
WARN	missing_definition	subepicardial layer of epicardium	textual definition	
WARN	missing_definition	heart plus pericardium	textual definition	
WARN	missing_definition	lamina of gray matter of spinal cord	textual definition	
WARN	missing_definition	cardiac muscle tissue of ventricle	textual definition	
WARN	missing_definition	carotid artery endothelium	textual definition	
WARN	missing_definition	gray matter of hindbrain	textual definition	
WARN	missing_definition	gray matter of midbrain	textual definition	
WARN	missing_definition	sensory organ epithelium	textual definition	
WARN	missing_definition	surface of eyeball	textual definition	
WARN	missing_definition	hindbrain marginal layer	textual definition	
WARN	missing_definition	spinal cord ventricular layer	textual definition	
WARN	missing_definition	gland lumen	textual definition	
WARN	missing_definition	zone of organ	textual definition	
WARN	missing_definition	epithelial layer of duct	textual definition	
WARN	missing_definition	jaw epithelium	textual definition	
WARN	missing_definition	branch of external carotid artery	textual definition	
WARN	missing_definition	uveal vein	textual definition	
WARN	missing_definition	cavity of cardiac chamber	textual definition	
WARN	missing_definition	serous cavity	textual definition	
WARN	missing_definition	wall of blood vessel	textual definition	
WARN	missing_definition	respiratory primordium epithelium	textual definition	
WARN	missing_definition	respiratory primordium mesenchyme	textual definition	
WARN	missing_definition	orifice of skull	textual definition	
WARN	missing_definition	anterior wall of left ventricle	textual definition	
WARN	missing_definition	myocardium of anterior wall of left ventricle	textual definition	
WARN	missing_definition	myocardium of anterior wall of right ventricle	textual definition	
WARN	missing_definition	vasculature of central nervous system plus retina	textual definition	
WARN	missing_definition	vasculature of central nervous system	textual definition	
WARN	missing_definition	wall of pulmonary artery	textual definition	
WARN	missing_definition	wall of eyeball	textual definition	
WARN	missing_definition	wall of common carotid artery	textual definition	
WARN	missing_definition	has functional parent	textual definition	
WARN	missing_definition	is conjugate acid of	textual definition	
WARN	missing_definition	is conjugate base of	textual definition	
WARN	missing_definition	is substituent group from	textual definition	
WARN	missing_definition	has_participant	textual definition	
WARN	missing_definition	channel for	textual definition	
WARN	missing_definition	channels_from	textual definition	
WARN	missing_definition	channels_into	textual definition	
WARN	missing_definition	existence starts and ends during	textual definition	
WARN	missing_definition	protects	textual definition	
WARN	missing_definition	subdivision of	textual definition	
WARN	missing_definition	transitively_connected to	textual definition	
WARN	missing_definition	http://swrl.stanford.edu/ontologies/3.3/swrla.owl#isRuleEnabled	textual definition	
WARN	missing_definition	database_cross_reference	textual definition	
WARN	missing_definition	has_exact_synonym	textual definition	
WARN	missing_definition	has_narrow_synonym	textual definition	
WARN	missing_definition	has_related_synonym	textual definition	
WARN	missing_definition	rdf:PlainLiteral	textual definition	
WARN	missing_definition	xsd:boolean	textual definition	
WARN	missing_definition	xsd:string	textual definition	
WARN	duplicate_scoped_synonym	magnesium atom	has_exact_synonym	magnesium
WARN	duplicate_scoped_synonym	magnesium atom	has_related_synonym	magnesium
WARN	duplicate_scoped_synonym	nitrogen atom	has_exact_synonym	nitrogen
WARN	duplicate_scoped_synonym	nitrogen atom	has_related_synonym	nitrogen
WARN	duplicate_scoped_synonym	nonmetal atom	has_exact_synonym	nonmetal
WARN	duplicate_scoped_synonym	nonmetal atom	has_related_synonym	nonmetal
WARN	duplicate_scoped_synonym	oxygen atom	has_exact_synonym	oxygen
WARN	duplicate_scoped_synonym	oxygen atom	has_related_synonym	oxygen
WARN	duplicate_scoped_synonym	carbon atom	has_exact_synonym	carbon
WARN	duplicate_scoped_synonym	carbon atom	has_related_synonym	carbon
WARN	duplicate_scoped_synonym	hydrogen atom	has_exact_synonym	hydrogen
WARN	duplicate_scoped_synonym	hydrogen atom	has_related_synonym	hydrogen
WARN	duplicate_scoped_synonym	Eukaryota	has_exact_synonym	eukaryotes
WARN	duplicate_scoped_synonym	Eukaryota	has_related_synonym	eukaryotes
WARN	duplicate_scoped_synonym	Viridiplantae	has_exact_synonym	green plants
WARN	duplicate_scoped_synonym	Viridiplantae	has_related_synonym	green plants
WARN	duplicate_scoped_synonym	Mammalia	has_exact_synonym	mammals
WARN	duplicate_scoped_synonym	Mammalia	has_related_synonym	mammals
WARN	duplicate_scoped_synonym	Fungi	has_exact_synonym	fungi
WARN	duplicate_scoped_synonym	Fungi	has_related_synonym	fungi
WARN	duplicate_scoped_synonym	Chordata	has_exact_synonym	chordates
WARN	duplicate_scoped_synonym	Chordata	has_related_synonym	chordates
WARN	duplicate_scoped_synonym	Vertebrata <Metazoa>	has_exact_synonym	vertebrates
WARN	duplicate_scoped_synonym	Vertebrata <Metazoa>	has_related_synonym	vertebrates
WARN	duplicate_scoped_synonym	Eutheria	has_exact_synonym	placentals
WARN	duplicate_scoped_synonym	Eutheria	has_related_synonym	placentals
WARN	duplicate_scoped_synonym	immediately preceded by	alternative term	starts_at_end_of
WARN	duplicate_scoped_synonym	immediately preceded by	has_exact_synonym	starts_at_end_of
WARN	duplicate_scoped_synonym	tributary_of	alternative term	drains into
WARN	duplicate_scoped_synonym	tributary_of	has_related_synonym	drains into
WARN	duplicate_scoped_synonym	has skeleton	alternative term	has supporting framework
WARN	duplicate_scoped_synonym	has skeleton	has_related_synonym	has supporting framework
WARN	duplicate_scoped_synonym	zygote stage	has_exact_synonym	fertilized egg stage
WARN	duplicate_scoped_synonym	zygote stage	has_related_synonym	fertilized egg stage
WARN	duplicate_scoped_synonym	respiratory tube	has_exact_synonym	segment of tracheobronchial tree
WARN	duplicate_scoped_synonym	respiratory tube	has_narrow_synonym	segment of tracheobronchial tree
WARN	duplicate_scoped_synonym	respiratory system	has_exact_synonym	apparatus respiratorius
WARN	duplicate_scoped_synonym	respiratory system	has_related_synonym	apparatus respiratorius
WARN	duplicate_scoped_synonym	sensory system	has_exact_synonym	organa sensuum
WARN	duplicate_scoped_synonym	sensory system	has_related_synonym	organa sensuum
WARN	duplicate_scoped_synonym	optic choroid	has_exact_synonym	choroidea
WARN	duplicate_scoped_synonym	optic choroid	has_related_synonym	choroidea
WARN	duplicate_scoped_synonym	mouth mucosa	has_exact_synonym	tunica mucosa oris
WARN	duplicate_scoped_synonym	mouth mucosa	has_related_synonym	tunica mucosa oris
WARN	duplicate_scoped_synonym	cardiac vein	has_exact_synonym	coronary vein
WARN	duplicate_scoped_synonym	cardiac vein	has_related_synonym	coronary vein
WARN	duplicate_scoped_synonym	pharyngeal arch artery	has_exact_synonym	branchial aortic arches
WARN	duplicate_scoped_synonym	pharyngeal arch artery	has_exact_synonym	pharyngeal arch artery
WARN	duplicate_scoped_synonym	pharyngeal arch artery	has_related_synonym	branchial aortic arches
WARN	duplicate_scoped_synonym	pharyngeal arch artery	has_related_synonym	pharyngeal arch artery
WARN	duplicate_scoped_synonym	interventricular septum muscular part	has_exact_synonym	muscular interventricular septum
WARN	duplicate_scoped_synonym	interventricular septum muscular part	has_related_synonym	muscular interventricular septum
WARN	duplicate_scoped_synonym	outflow part of right ventricle	has_exact_synonym	pulmonary conus
WARN	duplicate_scoped_synonym	outflow part of right ventricle	has_related_synonym	pulmonary conus
WARN	duplicate_scoped_synonym	corneo-scleral junction	has_exact_synonym	limbus corneae
WARN	duplicate_scoped_synonym	corneo-scleral junction	has_related_synonym	limbus corneae
WARN	duplicate_scoped_synonym	craniocervical region musculature	has_exact_synonym	head or neck muscle
WARN	duplicate_scoped_synonym	craniocervical region musculature	has_related_synonym	head or neck muscle
WARN	duplicate_scoped_synonym	ciliary processes	has_exact_synonym	processus ciliares
WARN	duplicate_scoped_synonym	ciliary processes	has_related_synonym	processus ciliares
WARN	missing_obsolete_label	obsolete cell part	label	cell part@en
INFO	lowercase_definition	independent continuant	textual definition	<b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])@en>
INFO	lowercase_definition	process	textual definition	<p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])@en>
INFO	lowercase_definition	disposition	IAO:0000600	<b is a disposition means: b is a realizable entity & b’s bearer is some material entity & b is such that if it ceases to exist, then its bearer is physically changed, & b’s realization occurs when and because this bearer is in some special physical circumstances, & this realization occurs in virtue of the bearer’s physical make-up. (axiom label in BFO2 Reference: [062-002])@en>
INFO	lowercase_definition	specifically dependent continuant	textual definition	<b is a relational specifically dependent continuant = Def. b is a specifically dependent continuant and there are n &gt; 1 independent continuants c1, … cn which are not spatial regions are such that for all 1 i &lt; j n, ci and cj share no common parts, are such that for each 1 i n, b s-depends_on ci at every time t during the course of b’s existence (axiom label in BFO2 Reference: [131-004])@en>
INFO	lowercase_definition	specifically dependent continuant	textual definition	<b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])@en>
INFO	lowercase_definition	object aggregate	IAO:0000600	<b is an object aggregate means: b is a material entity consisting exactly of a plurality of objects as member_parts at all times at which b exists. (axiom label in BFO2 Reference: [025-004])@en>
INFO	lowercase_definition	generically dependent continuant	textual definition	<b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])@en>
INFO	lowercase_definition	part_of	textual definition	a core relation that holds between a part and its whole@en
INFO	lowercase_definition	has_part	textual definition	a core relation that holds between a whole and its part@en
INFO	lowercase_definition	realized in	IAO:0000600	<[copied from inverse property 'realizes'] to say that b realizes c at t is to assert that there is some material entity d & b is a process which has participant d at t & c is a disposition or role of which d is bearer_of at t& the type instantiated by b is correlated with the type instantiated by c. (axiom label in BFO2 Reference: [059-003])@en>
INFO	lowercase_definition	realizes	IAO:0000600	<to say that b realizes c at t is to assert that there is some material entity d & b is a process which has participant d at t & c is a disposition or role of which d is bearer_of at t& the type instantiated by b is correlated with the type instantiated by c. (axiom label in BFO2 Reference: [059-003])@en>
INFO	lowercase_definition	preceded_by	textual definition	<x is preceded by y if and only if the time point at which y ends is before or equivalent to the time point at which x starts. Formally: x preceded by y iff ω(y) <= α(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en>
INFO	lowercase_definition	precedes	textual definition	<x precedes y if and only if the time point at which x ends is before or equivalent to the time point at which y starts. Formally: x precedes y iff ω(x) <= α(y), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en>
INFO	lowercase_definition	occurs in	textual definition	b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en
INFO	lowercase_definition	contains process	textual definition	[copied from inverse property 'occurs in'] b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en
INFO	lowercase_definition	anterior_to	textual definition	<x anterior_to y iff x is further along the antero-posterior axis than y, towards the head. An antero-posterior axis is an axis that bisects an organism from head end to opposite end of body or tail: bearer>
INFO	lowercase_definition	dorsal_to	textual definition	x dorsal_to y iff x is further along the dorso-ventral axis than y, towards the back. A dorso-ventral axis is an axis that bisects an organism from back (e.g. spinal column) to front (e.g. belly).
INFO	lowercase_definition	posterior_to	textual definition	x posterior_to y iff x is further along the antero-posterior axis than y, towards the body/tail. An antero-posterior axis is an axis that bisects an organism from head end to opposite end of body or tail.
INFO	lowercase_definition	ventral_to	textual definition	x ventral_to y iff x is further along the dorso-ventral axis than y, towards the front. A dorso-ventral axis is an axis that bisects an organism from back (e.g. spinal column) to front (e.g. belly).
INFO	lowercase_definition	hermaphroditic	textual definition	a reproductive quality inhering in the bearer by virtue of the bearer having reproductive organs normally associated with both male and female sexes at the same time
INFO	lowercase_definition	protogynous	textual definition	a reproductive quality inhering in the bearer by virtue of the bearer having female reproductive organs at the beginning of its life and then switching to male reproductive organs
INFO	lowercase_definition	symbiotroph	textual definition	heterotroph that acquires nutrition from a symbiont
INFO	lowercase_definition	lecithotrophic larva	textual definition	anatomical entity that comprises the organism in a distinct juvenile form that is provided with a source of nutrition, usually a yolk sac, to use before metamorphosing into an adult
INFO	lowercase_definition	microphytobenthos	textual definition	a community of microscopic, unicellular eukaryotic algae and the prokaryotic Cyanobacteria which live on sediment surfaces
INFO	lowercase_definition	decomposer	textual definition	heterotroph that obtains nutrition by breaking down dead or decaying organisms or other organic matter
INFO	lowercase_definition	promiscuity	textual definition	a member of one sex mates with any member of the opposite sex
INFO	lowercase_definition	apex predator	textual definition	a predator residing at the top of a food chain upon which no other creatures prey.
INFO	lowercase_definition	ambush predator	textual definition	a predator that captures or traps prey by stealth or strategy, rather than by speed or strength.
INFO	lowercase_definition	litter transformer	textual definition	a detritivore that consumes leaf litter
INFO	lowercase_definition	bacterivore	textual definition	a heterotroph that consumes bacteria
INFO	lowercase_definition	protandrous	textual definition	a reproductive quality inhering in the bearer by virtue of the bearer having male reproductive organs at the beginning of its life and then switching to female reproductive organs
INFO	lowercase_definition	protogynous hermaphroditism	textual definition	a reproductive quality inhering in the bearer by virtue of the bearer having female reproductive organs at the beginning of its life and then switching to being a hermaphrodite
INFO	lowercase_definition	protandrous hermaphroditism	textual definition	a reproductive quality inhering in the bearer by virtue of the bearer having male reproductive organs at the beginning of its life and then switching to being a hermaphrodite
INFO	lowercase_definition	sequentially hermaphroditic	textual definition	a reproductive quality inhering in the bearer by virtue of the bearer changing sex at some point in its life
INFO	lowercase_definition	leaf miner	textual definition	a folivore that lives in and eats the leaf tissue of plants
INFO	lowercase_definition	herbivorous grazer	textual definition	an herbivore that primarily consumes grasses, leaves, and other soft plant material
INFO	lowercase_definition	microcarnivore	textual definition	a carnivore that primarily eats organisms less than 1 cm in their longest dimension
INFO	lowercase_definition	sulfur reducer	textual definition	an organism that uses inorganic sulfur compounds as a terminal electron acceptor during cellular respiration
INFO	lowercase_definition	anaerobe	textual definition	an organism that does not require oxygen for growth
INFO	lowercase_definition	aerobe	textual definition	an organism that can survive and grow in an oxygenated environment
INFO	lowercase_definition	prototroph	textual definition	an organism capable of producing all amino acids required for its growth
INFO	lowercase_definition	auxotroph	textual definition	an organism that is unable to synthesize a particular organic compound required for its growth
INFO	lowercase_definition	coprophage	textual definition	a decomposer which obtains nutrition by consuming feces
INFO	lowercase_definition	facultative anaerobe	textual definition	an anaerobe that makes ATP by aerobic respiration if oxygen is present, but is capable of switching to fermentation if oxygen is absent.
INFO	lowercase_definition	obligate anaerobe	textual definition	an anaerobe that cannot grow in the presence of oxygen
INFO	lowercase_definition	obligate aerobe	textual definition	an aerobe that requires oxygen to grow
INFO	lowercase_definition	microaerophile	textual definition	an aerobe that can grow at oxygen levels lower than what is present in the atmosphere
INFO	lowercase_definition	aerotolerant anaerobe	textual definition	an anaerobe that can tolerate low levels of oxygen
